"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSG00000002726.21",124.181016696236,0.685333612959695,0.199321427328622,3.43833386176682,0.000585305575822745,0.0397819030327557,"AOC1"
"ENSG00000002745.13",6.05685653035008,0.69068875134874,0.146514832629096,4.71412169645123,2.42755553794356e-06,0.000876392924067493,"WNT16"
"ENSG00000002746.15",36.6942015416088,0.502986161529754,0.13446469304354,3.74065600526738,0.000183540581194008,0.0190080137022609,"HECW1"
"ENSG00000002834.18",23090.3733745778,-0.386391325044242,0.0942205349233813,-4.10092476505731,4.11502343067724e-05,0.0069718964957733,"LASP1"
"ENSG00000004142.12",7598.58902824192,-0.184237587894304,0.0527803137738476,-3.49064972754279,0.000481847531233058,0.0353943006175422,"POLDIP2"
"ENSG00000007312.13",192.730834298793,0.519449437813012,0.155921788310526,3.33147434647494,0.000863872618792537,0.0498067692408014,"CD79B"
"ENSG00000007933.13",214.61350872036,1.04922825692893,0.134451576058675,7.8037631665325,6.00879099746587e-15,5.80283968602773e-11,"FMO3"
"ENSG00000008516.17",286.626940125092,-0.614242719606122,0.150766097350592,-4.07414352696123,4.6183994041192e-05,0.00752164207863295,"MMP25"
"ENSG00000008838.20",6860.01485171882,-0.338445237376031,0.0957201407781305,-3.53577872561337,0.000406575089852867,0.0319869432707258,"MED24"
"ENSG00000012124.17",607.981158162837,0.602486427749688,0.1274531979919,4.72711895222888,2.27727870730577e-06,0.000837799992233472,"CD22"
"ENSG00000023839.12",105.575595326552,-0.620701368119829,0.156016841619865,-3.9784254166109,6.93731653689518e-05,0.0101125132265556,"ABCC2"
"ENSG00000030304.14",7.20406252733849,0.59774948489175,0.163295430165432,3.66054018955814,0.000251684071114313,0.0237129365440849,"MUSK"
"ENSG00000033122.21",33.929179463972,0.340523769757364,0.0878434540058028,3.87648429369444,0.000105976647508391,0.0132761998186123,"LRRC7"
"ENSG00000035720.8",75.2007676258866,0.602416149646259,0.141819202191822,4.24777562090247,2.159034666578e-05,0.0046078093997371,"STAP1"
"ENSG00000047617.15",155.785531392994,0.462371281718319,0.132645404535257,3.48576932113334,0.00049072397201283,0.0357309177927871,"ANO2"
"ENSG00000054803.4",71.439807633227,0.546917760457722,0.144592532747496,3.78247583098094,0.0001552761742177,0.0168962347432551,"CBLN4"
"ENSG00000057149.16",3.22686625482803,-2.06072576333823,0.590451768052518,-3.49008314453034,0.000482870289819688,0.0353943006175422,"SERPINB3"
"ENSG00000058404.20",570.750224630522,-0.875203332933187,0.185067805688116,-4.72909553165673,2.25522255839866e-06,0.000837663386619054,"CAMK2B"
"ENSG00000062822.15",1223.41855566242,-0.240418789980377,0.0670518844368907,-3.58556350801236,0.000336351135027935,0.0281231774783422,"POLD1"
"ENSG00000065609.14",24.7951562999851,0.830573744272483,0.196027156320008,4.23703409193265,2.26491756874541e-05,0.00475497286755795,"SNAP91"
"ENSG00000066032.18",14.6296326840357,-0.84350697274331,0.25294010730909,-3.33480910448319,0.000853579744441582,0.049360676568913,"CTNNA2"
"ENSG00000068831.19",322.044482479736,0.441047450673754,0.130804995324061,3.37179363510611,0.000746803828583165,0.0457183598959415,"RASGRP2"
"ENSG00000069535.14",6629.65118429203,0.668663979915845,0.177927954873042,3.75806028003279,0.000171235634727715,0.0181223598188956,"MAOB"
"ENSG00000074706.13",168.320964275012,0.467729232196347,0.115189478371283,4.06052044691742,4.89634488201916e-05,0.00778357639701721,"IPCEF1"
"ENSG00000074966.11",43.513995560089,0.617234229475123,0.131086148937582,4.70861517008197,2.49405432647956e-06,0.000892063190533137,"TXK"
"ENSG00000075884.14",461.550109576151,0.331133425685071,0.0935396562545202,3.54003252678267,0.000400077719880153,0.0316692668878083,"ARHGAP15"
"ENSG00000076604.15",4658.25628478466,-0.251930827490458,0.0728739382333483,-3.45707716088782,0.0005460684675342,0.0384227301136223,"TRAF4"
"ENSG00000077080.10",3.27572525417556,2.09752255940862,0.280758759051567,7.4709069326787,7.96439710231481e-14,3.41840772961465e-10,"ACTL6B"
"ENSG00000077092.19",460.42946541871,0.364695309228372,0.103864597761512,3.5112571279173,0.000445992786962428,0.0339274108998168,"RARB"
"ENSG00000078900.15",295.98338455227,-0.39398940046591,0.112046527231301,-3.5163017560784,0.00043760332054681,0.0336736626880532,"TP73"
"ENSG00000079950.14",3582.89226205135,0.191425988523974,0.0492253954174566,3.88876487228967,0.000100755670346029,0.0129690231540911,"STX7"
"ENSG00000080166.16",17.2669619722833,0.695449323949803,0.193690890162912,3.59051126960523,0.000330029959721639,0.0277750050415843,"DCT"
"ENSG00000081189.16",1602.06218182431,0.275787052010791,0.0711602725708605,3.8755761051388,0.000106372725591873,0.0132761998186123,"MEF2C"
"ENSG00000081320.11",2781.36614138184,0.263406440370047,0.0780964448468918,3.37283522811385,0.000743984599812815,0.0456905899939098,"STK17B"
"ENSG00000082293.13",13.212516169178,1.25831999772172,0.245827108669668,5.1187194306247,3.07617187803859e-07,0.000180044611328413,"COL19A1"
"ENSG00000082556.14",16.1604835138089,-1.08794533123174,0.295007104551324,-3.68786145976517,0.000226146714954871,0.0218395536299793,"OPRK1"
"ENSG00000083782.8",252.569567874415,1.02187254361862,0.2196180090442,4.65295422750581,3.27212902769997e-06,0.00108964717423295,"EPYC"
"ENSG00000085563.15",327.46980969798,0.403515558810914,0.117784154974565,3.42589000106211,0.000612788495375091,0.0408127703238696,"ABCB1"
"ENSG00000087589.16",117.360648087335,0.373617166551446,0.0966966149524163,3.86380812539612,0.000111632921594761,0.0137333379881657,"CASS4"
"ENSG00000090530.10",521.385687997707,-0.404559559834864,0.117021570192156,-3.45713665583664,0.000545947917937982,0.0384227301136223,"P3H2"
"ENSG00000092096.18",1955.53962871507,-0.529584716095462,0.111218559734421,-4.761657742737,1.9200912645462e-06,0.000749204095536919,"SLC22A17"
"ENSG00000092758.18",448.086815344668,0.624386760467641,0.18561036226261,3.36396499018858,0.000768312888490407,0.0460856499526335,"COL9A3"
"ENSG00000094631.21",3165.29500034122,-0.126308028240536,0.0367610240918261,-3.43592245757431,0.000590539968280653,0.0398810636970513,"HDAC6"
"ENSG00000094796.5",62.9643571221272,-1.23217164499911,0.288368288166337,-4.27290966296672,1.92938637794958e-05,0.00418709361763002,"KRT31"
"ENSG00000100095.19",234.197902789207,-1.07835897917672,0.22079368292565,-4.88401191957944,1.03948786787618e-06,0.000475847161021246,"SEZ6L"
"ENSG00000100285.10",507.049213660098,0.931356624535391,0.175913740049768,5.29439385617008,1.1941182291421e-07,8.09256018833866e-05,"NEFH"
"ENSG00000100417.12",993.992851624752,-0.231580335187065,0.0601996474745186,-3.84687194862876,0.000119635455096877,0.0141760674691327,"PMM1"
"ENSG00000100427.16",68.7308210695092,-0.789002764345981,0.198879858949437,-3.96723312513298,7.27118608587368e-05,0.0104029128633783,"MLC1"
"ENSG00000100604.13",99.1486473180094,2.837626008048,0.285938692907231,9.92389654998049,3.27707258589429e-23,1.26590036920511e-18,"CHGA"
"ENSG00000100721.11",80.4261273759189,0.840411226645289,0.249480096358571,3.36865040102193,0.00075537172460961,0.0460157758351432,"TCL1A"
"ENSG00000100985.7",3696.02920799418,0.672633401279505,0.158346245689117,4.24786453478722,2.15817820048828e-05,0.0046078093997371,"MMP9"
"ENSG00000101049.17",74.9446525232064,0.536959277190594,0.13354544775167,4.02079805961698,5.80013108255112e-05,0.00889100252332806,"SGK2"
"ENSG00000101188.5",16.0722871994318,-0.7788155323914,0.207568417568375,-3.75209071550999,0.000175365981475568,0.018358299453712,"NTSR1"
"ENSG00000102302.8",695.763165362731,-0.422191115066462,0.0889092994378917,-4.74855968650824,2.04870428793387e-06,0.00076834366930677,"FGD1"
"ENSG00000102524.11",870.549149585208,0.454415541821696,0.113723472371391,3.99579376487638,6.44778475568645e-05,0.00954296847997746,"TNFSF13B"
"ENSG00000103241.7",45.4167623817937,0.415054967012503,0.105981639629628,3.91629124122807,8.99216099480156e-05,0.0120193144314252,"FOXF1"
"ENSG00000103742.12",289.970308169188,0.375186641376688,0.10915311191949,3.43725098422681,0.000587650792904875,0.0397819030327557,"IGDCC4"
"ENSG00000104112.9",24.387724755726,1.71225690626373,0.227506645669679,7.52618413068157,5.2244651894669e-14,2.52269832254896e-10,"SCG3"
"ENSG00000104894.12",1196.04229093384,0.362124292881592,0.105358402678088,3.43707083323982,0.00058804179843391,0.0397819030327557,"CD37"
"ENSG00000104960.15",1871.76948066671,-0.229865330323001,0.0669784144648432,-3.43193149852266,0.000599298912799415,0.0401915237891122,"PTOV1"
"ENSG00000105290.13",777.070527274164,-0.832759305548697,0.172257641806411,-4.83438236362588,1.33559655482319e-06,0.000573252881291833,"APLP1"
"ENSG00000105357.19",5700.21142579729,-0.429259166685087,0.115443167063457,-3.71835923774622,0.000200520976757692,0.020015309589594,"MYH14"
"ENSG00000105369.10",752.791689845787,0.714854481991507,0.193162441508352,3.70079440086492,0.000214925566274703,0.0211372849343609,"CD79A"
"ENSG00000105568.18",18499.5427958094,-0.195002858585806,0.0523803432229909,-3.72282513987452,0.000197005965530141,0.0198698262205321,"PPP2R1A"
"ENSG00000105737.9",127.881719704377,-0.496924168241386,0.140142775792405,-3.54584219865521,0.000391360488477657,0.0311708542461926,"GRIK5"
"ENSG00000105825.14",814.579420116649,-0.926053811964028,0.218876615063898,-4.23093993706765,2.32716811924589e-05,0.00483312781066395,"TFPI2"
"ENSG00000106631.8",41.1896041311242,-0.888073938045182,0.262613460970352,-3.3816771416201,0.000720447651221145,0.0448774862548494,"MYL7"
"ENSG00000106952.7",184.081856586855,0.348714243106866,0.10100722887139,3.4523691720211,0.000555686875622789,0.0388228887842555,"TNFSF8"
"ENSG00000107159.13",207.313221604137,-1.19357981859468,0.272299420854324,-4.38333586920565,1.16875710495574e-05,0.00298992835810168,"CA9"
"ENSG00000108262.16",5285.40118442543,-0.230447849687698,0.0633954181098986,-3.6350868336921,0.000277887020920049,0.0252576417202837,"GIT1"
"ENSG00000108349.17",9342.84703734856,-0.334865388483386,0.092374331594589,-3.62509132897478,0.000288859351633231,0.0258074681458516,"CASC3"
"ENSG00000108576.10",762.376859126115,0.873059744653202,0.251993201623537,3.46461626356691,0.000530988561858733,0.0379194431815245,"SLC6A4"
"ENSG00000109072.14",28.8019314368729,-0.590699877845012,0.150467033386554,-3.92577606237167,8.64505566075971e-05,0.0116765683608212,"VTN"
"ENSG00000109111.15",9964.32070101261,-0.199883738669227,0.0528880569359134,-3.7793738369219,0.000157223229474423,0.0170122580710573,"SUPT6H"
"ENSG00000110693.18",230.252898817531,0.608175040854438,0.178027614128162,3.41618374111677,0.000635053815975719,0.0419341775338907,"SOX6"
"ENSG00000110777.12",516.12512767004,0.617941047420652,0.17803662275681,3.47086480215215,0.000518785129281266,0.0372493508531711,"POU2AF1"
"ENSG00000110944.9",74.7569593872722,-0.346498691442222,0.102489838462746,-3.38081020166864,0.0007227244588631,0.0448844423173998,"IL23A"
"ENSG00000111218.12",9.83358655086397,0.696159082930452,0.202757864285618,3.43345046261582,0.000595951091205574,0.0400365125255306,"PRMT8"
"ENSG00000111913.20",569.105462817375,0.453415712587593,0.125689957997178,3.6074139876614,0.000309264009316366,0.0267260837044338,"RIPOR2"
"ENSG00000112195.9",26.5199888348145,0.586956059292062,0.171853880423922,3.41543675268888,0.000636798160348628,0.0419760879553031,"TREML2"
"ENSG00000112276.14",201.852438322651,0.527350581864147,0.103823152310548,5.07931583782752,3.78796518190304e-07,0.000209555538593872,"BVES"
"ENSG00000112303.14",115.596435822484,0.461172851261754,0.13163902991143,3.50331396070027,0.000459507511268827,0.0345512883006054,"VNN2"
"ENSG00000112837.17",381.701633991186,0.378271558552209,0.109930361299921,3.44101078245507,0.000579545437691161,0.0397819030327557,"TBX18"
"ENSG00000113263.13",391.057956269922,0.54748870654669,0.150922829380901,3.6276069617336,0.000286060281031683,0.0257580946293074,"ITK"
"ENSG00000113361.13",366.678452370299,0.310885564808104,0.0834425080006077,3.72574569314047,0.000194738663386699,0.0197962100735915,"CDH6"
"ENSG00000114200.10",106.745197860906,0.804741363530308,0.183090955139211,4.39530922168402,1.10615176547983e-05,0.0028677541307866,"BCHE"
"ENSG00000115252.18",277.448242430588,0.3166496890184,0.092926685650461,3.40752160482148,0.000655557185491225,0.0426321860578124,"PDE1A"
"ENSG00000115474.7",9.60594667111984,0.768996584110254,0.193471390884974,3.97473022028074,7.04590776741683e-05,0.0101938715785597,"KCNJ13"
"ENSG00000115596.4",108.699453637281,-1.36090315873716,0.2241261981191,-6.07203963730281,1.2629574763957e-09,1.68230290881688e-06,"WNT6"
"ENSG00000116254.18",30.020287996573,-0.891298503275744,0.171231613021278,-5.2052216734359,1.93765162905279e-07,0.000122704171768328,"CHD5"
"ENSG00000116273.6",2392.12194921978,-0.136574224197535,0.0394858150253213,-3.45881740341319,0.000542552586682326,0.0383850986647465,"PHF13"
"ENSG00000117322.18",255.889258960118,1.85584058933946,0.264432761794277,7.01819463196195,2.24753324191388e-12,6.67845858476088e-09,"CR2"
"ENSG00000117477.12",43.6714380239265,0.392612295735189,0.0993281177170323,3.95268031609811,7.72806531232173e-05,0.0108951618594772,"CCDC181"
"ENSG00000117707.16",154.166526354343,0.50280551093399,0.150378727672932,3.34359466072603,0.000827004742409794,0.0483303573291194,"PROX1"
"ENSG00000118298.12",108.591160298447,-0.402746345749758,0.12019203504285,-3.35085719786818,0.000805618349451863,0.0474393768612439,"CA14"
"ENSG00000118308.15",251.708930475912,0.459400814100825,0.104106574023205,4.4127935090672,1.02045313782741e-05,0.00273743640702327,"IRAG2"
"ENSG00000118733.17",3.29913935913826,1.63673067377112,0.38014431711859,4.3055508133784,1.66570748614574e-05,0.00374096595827463,"OLFM3"
"ENSG00000119125.17",3.82472632692135,-0.778838013203667,0.218115889271098,-3.57075321658773,0.000355956151373123,0.0293437166139722,"GDA"
"ENSG00000119514.7",132.383323147216,0.480499283565763,0.125673566712592,3.82339179299842,0.000131628371636365,0.0150880485695582,"GALNT12"
"ENSG00000119915.5",48.6211705901863,-0.637871353563259,0.164007729085877,-3.88927617691274,0.000100543648502763,0.0129690231540911,"ELOVL3"
"ENSG00000119973.6",0.789749115634923,-1.0274023010179,0.285592972011515,-3.59743551734345,0.00032137013249137,0.0273170694791312,"PRLHR"
"ENSG00000120289.12",6.36777019629012,-1.6076641529945,0.434982009654428,-3.69593251516703,0.000219081165540215,0.0212635335267663,"MAGEB4"
